ID,PROMPT,X,Y,D,norm_X,norm_Y
25205,bus on right in back,785.0,456.0,368.0000305175781,0.7666015625,0.59375
25205,bus on right in back,838.0,385.0,352.0000278949737,0.818359375,0.5013020833333334
31560,bus behind and left of main one,511.2505686424527,384.1776254501775,100.0,0.49926813343989523,0.5002312831382519
31560,bus behind and left of main one,318.0,321.0,184.00001525878903,0.310546875,0.41796875
31560,bus behind and left of main one,794.0,228.0,236.00001633167267,0.775390625,0.296875
31560,bus behind and left of main one,331.0,491.0,324.0000009536743,0.3232421875,0.6393229166666666
31560,bus behind and left of main one,487.0,538.0,356.00000619888306,0.4755859375,0.7005208333333334
31560,bus behind and left of main one,462.0,413.0,376.0000169277191,0.451171875,0.5377604166666666
31560,bus behind and left of main one,221.0,440.0,444.0000355243683,0.2158203125,0.5729166666666666
31560,bus behind and left of main one,329.0,390.0,156.00000321865082,0.3212890625,0.5078125
31560,bus behind and left of main one,273.0,383.0,532.0000052452087,0.2666015625,0.4986979166666667
9233,bus on the right,511.7239191878292,384.0323543153973,100.0,0.49973038983186446,0.5000421280148403
9233,bus on the right,469.0,285.0,212.0000123977661,0.4580078125,0.37109375
9233,bus on the right,415.0,277.0,432.0000112056732,0.4052734375,0.3606770833333333
9233,bus on the right,284.0,271.0,400.0000059604645,0.27734375,0.3528645833333333
9233,bus on the right,379.0,341.0,104.0000021457672,0.3701171875,0.4440104166666667
9233,bus on the right,881.0,431.0,200.00000298023224,0.8603515625,0.5611979166666666
13520,the blue bus is cool,511.8284292326493,382.4555636917197,100.0,0.49983245042250907,0.49798901522359335
13520,the blue bus is cool,678.0,293.0,140.00000059604645,0.662109375,0.3815104166666667
13520,the blue bus is cool,434.0,428.0,496.0000216960907,0.423828125,0.5572916666666666
13520,the blue bus is cool,425.0,431.0,540.0000214576721,0.4150390625,0.5611979166666666
13520,the blue bus is cool,662.0,260.0,460.0000083446503,0.646484375,0.3385416666666667
13520,the blue bus is cool,671.0,325.0,576.0000348091125,0.6552734375,0.4231770833333333
13520,the blue bus is cool,631.0,484.0,228.00001502037048,0.6162109375,0.6302083333333334
21728,full elephant on left,512.0723889352562,384.46067644965774,100.0,0.5000706923195861,0.5005998391271586
21728,full elephant on left,691.0,281.0,96.00000083446504,0.6748046875,0.3658854166666667
21728,full elephant on left,480.0,489.0,304.00002002716064,0.46875,0.63671875
21728,full elephant on left,621.0,534.0,300.00001192092896,0.6064453125,0.6953125
21728,full elephant on left,333.0,633.0,348.00001978874207,0.3251953125,0.82421875
21728,full elephant on left,433.0,486.0,268.0000066757202,0.4228515625,0.6328125
2939,elephant just to right of baby,512.1394017518577,383.3485537514126,100.0,0.5001361345232985,0.49915176269715184
2939,elephant just to right of baby,734.0,394.0,131.99999928474426,0.716796875,0.5130208333333334
2939,elephant just to right of baby,270.0,422.0,204.00001108646396,0.263671875,0.5494791666666666
2939,elephant just to right of baby,289.0,428.0,148.00000190734863,0.2822265625,0.5572916666666666
2939,elephant just to right of baby,363.0,486.0,128.00000607967377,0.3544921875,0.6328125
2939,elephant just to right of baby,679.0,419.0,284.0000092983246,0.6630859375,0.5455729166666666
2939,elephant just to right of baby,779.0,270.0,540.0000214576721,0.7607421875,0.3515625
2939,elephant just to right of baby,943.0,223.0,240.0000095367432,0.9208984375,0.2903645833333333
5340,middle back of elephant,511.4961590287279,383.3613619777864,100.0,0.4995079678014921,0.4991684400752427
5340,middle back of elephant,392.0,415.0,332.0000171661377,0.3828125,0.5403645833333334
5340,middle back of elephant,357.0,480.0,208.0000042915344,0.3486328125,0.625
5340,middle back of elephant,385.0,483.0,192.00000166893005,0.3759765625,0.62890625
5340,middle back of elephant,438.0,739.0,280.0000011920929,0.427734375,0.9622395833333334
5340,middle back of elephant,490.0,432.0,464.000016450882,0.478515625,0.5625
18264,the one furthest right in water,512.5820932671672,383.0337768881662,100.0,0.500568450456218,0.4987418969897997
18264,the one furthest right in water,620.0,319.0,184.00001525878903,0.60546875,0.4153645833333333
18264,the one furthest right in water,423.0,437.0,268.0000066757202,0.4130859375,0.5690104166666666
18264,the one furthest right in water,530.0,434.0,192.00000166893005,0.517578125,0.5651041666666666
18264,the one furthest right in water,696.0,473.0,316.0000145435333,0.6796875,0.6158854166666666
18264,the one furthest right in water,629.0,374.0,220.0000137090683,0.6142578125,0.4869791666666667
18264,the one furthest right in water,676.0,384.0,360.00001430511475,0.66015625,0.5
18264,the one furthest right in water,727.0,535.0,480.0000190734863,0.7099609375,0.6966145833333334
1434,elephant on right thats hidden,512.9079737860139,384.0106309237786,100.0,0.5008866931504042,0.5000138423486701
1434,elephant on right thats hidden,72.0,226.0,592.0000076293945,0.0703125,0.2942708333333333
1434,elephant on right thats hidden,173.0,488.0,360.00001430511475,0.1689453125,0.6354166666666666
1434,elephant on right thats hidden,616.0,373.0,212.0000123977661,0.6015625,0.4856770833333333
1434,elephant on right thats hidden,791.0,647.0,308.00002813339233,0.7724609375,0.8424479166666666
1434,elephant on right thats hidden,830.0,691.0,224.0000069141388,0.810546875,0.8997395833333334
1434,elephant on right thats hidden,789.0,375.0,396.0000276565552,0.7705078125,0.48828125
9629,left elephants ear,511.8920237167883,383.81560868524025,100.0,0.49989455441092606,0.4997599071422399
9629,left elephants ear,447.0,646.0,420.0000166893005,0.4365234375,0.8411458333333334
9629,left elephants ear,448.0,427.0,384.0000033378601,0.4375,0.5559895833333334
9629,left elephants ear,847.0,422.0,436.0000193119049,0.8271484375,0.5494791666666666
9629,left elephants ear,579.0,477.0,360.00001430511475,0.5654296875,0.62109375
48437,on right top in bowl,511.8520490344841,383.94396600547753,100.0,0.49985551663523836,0.4999270390696322
48437,on right top in bowl,321.0,75.0,252.00000405311584,0.3134765625,0.09765625
48437,on right top in bowl,338.0,332.0,312.00000643730164,0.330078125,0.4322916666666667
48437,on right top in bowl,581.0,217.0,464.000016450882,0.5673828125,0.2825520833333333
48437,on right top in bowl,637.0,291.0,248.00001084804532,0.6220703125,0.37890625
48437,on right top in bowl,430.0,182.0,263.9999985694885,0.419921875,0.23697916666666666
48437,on right top in bowl,784.0,736.0,348.00001978874207,0.765625,0.9583333333333334
44227,orange in middle,511.3463662291672,384.5219097557604,100.0,0.4993616857706711,0.5006795699944797
44227,orange in middle,315.0,518.0,376.0000169277191,0.3076171875,0.6744791666666666
44227,orange in middle,315.0,537.0,300.00001192092896,0.3076171875,0.69921875
44227,orange in middle,378.0,526.0,436.0000193119049,0.369140625,0.6848958333333334
44227,orange in middle,387.0,520.0,364.0000224113464,0.3779296875,0.6770833333333334
1273,half grapefruit on right,512.2812516207164,382.71074630219897,100.0,0.5002746597858558,0.4983212842476549
1273,half grapefruit on right,696.0,220.0,263.9999985694885,0.6796875,0.2864583333333333
1273,half grapefruit on right,648.0,575.0,324.0000009536743,0.6328125,0.7486979166666666
1273,half grapefruit on right,890.0,423.0,216.0000056028366,0.869140625,0.55078125
1273,half grapefruit on right,659.0,476.0,708.0000042915344,0.6435546875,0.6197916666666666
1273,half grapefruit on right,477.0,370.0,252.00000405311584,0.4658203125,0.4817708333333333
19127,very bottom orange,513.4105111817288,384.18797774851913,100.0,0.501377452325907,0.5002447626933842
19127,very bottom orange,630.0,131.0,180.00000715255737,0.615234375,0.17057291666666666
19127,very bottom orange,515.0,215.0,164.000004529953,0.5029296875,0.2799479166666667
19127,very bottom orange,480.0,539.0,396.0000276565552,0.46875,0.7018229166666666
19127,very bottom orange,390.0,375.0,236.00001633167267,0.380859375,0.48828125
21926,cup in the upper right corner,511.82596145419535,384.7165089802178,100.0,0.49983004048261265,0.5009329544013252
21926,cup in the upper right corner,852.0,224.0,536.0000133514404,0.83203125,0.2916666666666667
21926,cup in the upper right corner,432.0,368.0,268.0000066757202,0.421875,0.4791666666666667
21926,cup in the upper right corner,349.0,427.0,368.0000305175781,0.3408203125,0.5559895833333334
21926,cup in the upper right corner,425.0,429.0,176.00001394748688,0.4150390625,0.55859375
21926,cup in the upper right corner,842.0,265.0,196.00000977516171,0.822265625,0.3450520833333333
21926,cup in the upper right corner,990.0,381.0,124.00000542402267,0.966796875,0.49609375
21926,cup in the upper right corner,889.0,69.0,356.00000619888306,0.8681640625,0.08984375
6845,glass at right top,512.1678938817422,384.00688678036965,100.0,0.5001639588688889,0.5000089671619397
6845,glass at right top,172.0,237.0,200.00000298023224,0.16796875,0.30859375
6845,glass at right top,790.0,187.0,568.0000185966492,0.771484375,0.24348958333333334
6845,glass at right top,132.0,219.0,284.0000092983246,0.12890625,0.28515625
6845,glass at right top,687.0,276.0,212.0000123977661,0.6708984375,0.359375
6845,glass at right top,836.0,228.0,196.00000977516171,0.81640625,0.296875
5700,coffee on left,513.0978064484422,383.78086926002857,100.0,0.5010720766098068,0.4997146735156622
5700,coffee on left,735.0,78.0,148.00000190734863,0.7177734375,0.1015625
5700,coffee on left,174.0,46.0,280.0000011920929,0.169921875,0.059895833333333336
5700,coffee on left,280.0,123.0,312.00000643730164,0.2734375,0.16015625
5700,coffee on left,266.0,104.0,176.00001394748688,0.259765625,0.13541666666666666
7546,a glass on a table,512.2753680672415,384.1418401323421,100.0,0.5002689141281655,0.5001846876723205
7546,a glass on a table,367.0,429.0,192.00000166893005,0.3583984375,0.55859375
7546,a glass on a table,700.0,199.0,344.0000116825104,0.68359375,0.2591145833333333
7546,a glass on a table,374.0,433.0,236.00001633167267,0.365234375,0.5638020833333334
7546,a glass on a table,279.0,187.0,196.00000977516171,0.2724609375,0.24348958333333334
7546,a glass on a table,627.0,391.0,176.00001394748688,0.6123046875,0.5091145833333334
7546,a glass on a table,379.0,533.0,296.00000381469727,0.3701171875,0.6940104166666666
10047,left coffee cup,512.0788463974012,384.84211037802623,100.0,0.5000769984349621,0.501096497888055
10047,left coffee cup,680.0,409.0,184.00001525878903,0.6640625,0.5325520833333334
10047,left coffee cup,471.0,270.0,112.0000034570694,0.4599609375,0.3515625
10047,left coffee cup,829.0,337.0,224.0000069141388,0.8095703125,0.4388020833333333
10047,left coffee cup,277.0,586.0,224.0000069141388,0.2705078125,0.7630208333333334
20495,cup of tea on right,511.8100705507999,385.1105200794172,100.0,0.4998145220222655,0.5014459896867411
20495,cup of tea on right,327.0,320.0,124.00000542402267,0.3193359375,0.4166666666666667
20495,cup of tea on right,332.0,278.0,256.00001215934753,0.32421875,0.3619791666666667
20495,cup of tea on right,129.0,224.0,416.0000085830689,0.1259765625,0.2916666666666667
20495,cup of tea on right,340.0,373.0,172.0000058412552,0.33203125,0.4856770833333333
20495,cup of tea on right,273.0,322.0,260.0000202655792,0.2666015625,0.4192708333333333
20495,cup of tea on right,644.0,218.0,240.0000095367432,0.62890625,0.2838541666666667
11989,middle row right one,511.7430373687559,384.40956577330473,100.0,0.4997490599304257,0.5005332887673238
11989,middle row right one,592.0,386.0,188.0000084638596,0.578125,0.5026041666666666
11989,middle row right one,381.0,360.0,1144.0000534057615,0.3720703125,0.46875
11989,middle row right one,525.0,314.0,263.9999985694885,0.5126953125,0.4088541666666667
11989,middle row right one,586.0,429.0,188.0000084638596,0.572265625,0.55859375
11989,middle row right one,587.0,366.0,224.0000069141388,0.5732421875,0.4765625
11990,donut on far left of middle row,511.2111964479327,385.0257548608941,100.0,0.4992296840311843,0.5013356183084559
11990,donut on far left of middle row,494.0,413.0,224.0000069141388,0.482421875,0.5377604166666666
11990,donut on far left of middle row,586.0,388.0,236.00001633167267,0.572265625,0.5052083333333334
11990,donut on far left of middle row,364.0,520.0,364.0000224113464,0.35546875,0.6770833333333334
11990,donut on far left of middle row,168.0,513.0,196.00000977516171,0.1640625,0.66796875
11990,donut on far left of middle row,259.0,524.0,152.00001001358032,0.2529296875,0.6822916666666666
11990,donut on far left of middle row,288.0,630.0,208.0000042915344,0.28125,0.8203125
11990,donut on far left of middle row,13.0,640.0,312.00000643730164,0.0126953125,0.8333333333333334
11990,donut on far left of middle row,273.0,486.0,272.0000147819519,0.2666015625,0.6328125
6873,bottom row of donuts second from left,511.5353577131289,384.4670325931744,100.0,0.49954624776672746,0.5006081153556958
6873,bottom row of donuts second from left,563.0,590.0,376.0000169277191,0.5498046875,0.7682291666666666
6873,bottom row of donuts second from left,563.0,590.0,376.0000169277191,0.5498046875,0.7682291666666666
6873,bottom row of donuts second from left,563.0,590.0,376.0000169277191,0.5498046875,0.7682291666666666
6873,bottom row of donuts second from left,563.0,590.0,376.0000169277191,0.5498046875,0.7682291666666666
6873,bottom row of donuts second from left,563.0,590.0,376.0000169277191,0.5498046875,0.7682291666666666
6873,bottom row of donuts second from left,563.0,590.0,376.0000169277191,0.5498046875,0.7682291666666666
6873,bottom row of donuts second from left,563.0,590.0,376.0000169277191,0.5498046875,0.7682291666666666
6873,bottom row of donuts second from left,563.0,590.0,376.0000169277191,0.5498046875,0.7682291666666666
11988,middle row second from right,511.72105807656095,384.0023579978844,100.0,0.49972759577789155,0.5000030703097453
11988,middle row second from right,386.0,320.0,584.0000510215759,0.376953125,0.4166666666666667
11988,middle row second from right,432.0,534.0,260.0000202655792,0.421875,0.6953125
11988,middle row second from right,374.0,326.0,192.00000166893005,0.365234375,0.4244791666666667
11988,middle row second from right,581.0,281.0,624.0000128746033,0.5673828125,0.3658854166666667
11988,middle row second from right,633.0,378.0,516.0000324249268,0.6181640625,0.4921875
11988,middle row second from right,397.0,368.0,248.00001084804532,0.3876953125,0.4791666666666667
5215,bottom to right white donut,512.3608018506438,383.3665782068696,100.0,0.5003523455572694,0.49917523204019476
5215,bottom to right white donut,539.0,231.0,156.00000321865082,0.5263671875,0.30078125
5215,bottom to right white donut,676.0,638.0,592.0000076293945,0.66015625,0.8307291666666666
5215,bottom to right white donut,539.0,589.0,252.00000405311584,0.5263671875,0.7669270833333334
5215,bottom to right white donut,565.0,517.0,696.0000395774841,0.5517578125,0.6731770833333334
5215,bottom to right white donut,639.0,531.0,164.000004529953,0.6240234375,0.69140625
5215,bottom to right white donut,738.0,487.0,436.0000193119049,0.720703125,0.6341145833333334
11986,top right corner doughnut,510.862047838846,383.9569867983321,100.0,0.49888871859262307,0.4999439932269949
11986,top right corner doughnut,328.0,536.0,320.000022649765,0.3203125,0.6979166666666666
11986,top right corner doughnut,242.0,331.0,320.000022649765,0.236328125,0.4309895833333333
11986,top right corner doughnut,231.0,380.0,140.00000059604645,0.2255859375,0.4947916666666667
11986,top right corner doughnut,787.0,175.0,272.0000147819519,0.7685546875,0.22786458333333334
11986,top right corner doughnut,788.0,175.0,88.00000697374344,0.76953125,0.22786458333333334
5670,lamb on the left,512.4686080652597,384.696892326523,100.0,0.5004576250637301,0.5009074118834935
5670,lamb on the left,173.0,253.0,188.0000084638596,0.1689453125,0.3294270833333333
5670,lamb on the left,230.0,175.0,288.0000174045563,0.224609375,0.22786458333333334
5670,lamb on the left,275.0,180.0,216.0000056028366,0.2685546875,0.234375
5670,lamb on the left,290.0,236.0,424.0000247955322,0.283203125,0.3072916666666667
5670,lamb on the left,236.0,434.0,232.00000822544095,0.23046875,0.5651041666666666
12399,lamb with black head front,512.1351221407631,383.2763614305142,100.0,0.500131955215589,0.49905776227931536
12399,lamb with black head front,375.0,566.0,236.00001633167267,0.3662109375,0.7369791666666666
12399,lamb with black head front,522.0,426.0,168.0000126361847,0.509765625,0.5546875
12399,lamb with black head front,536.0,387.0,324.0000009536743,0.5234375,0.50390625
12399,lamb with black head front,574.0,470.0,152.00001001358032,0.560546875,0.6119791666666666
12399,lamb with black head front,529.0,577.0,428.0000329017639,0.5166015625,0.7513020833333334
12399,lamb with black head front,641.0,545.0,292.000025510788,0.6259765625,0.7096354166666666
47452,lower goat right front,512.4033079456863,382.9620043564509,100.0,0.5003938554157092,0.4986484431724621
47452,lower goat right front,642.0,522.0,220.0000137090683,0.626953125,0.6796875
47452,lower goat right front,436.0,523.0,236.00001633167267,0.42578125,0.6809895833333334
47452,lower goat right front,788.0,543.0,276.0000228881836,0.76953125,0.70703125
47452,lower goat right front,736.0,488.0,368.0000305175781,0.71875,0.6354166666666666
47452,lower goat right front,791.0,481.0,224.0000069141388,0.7724609375,0.6263020833333334
17828,middle bowl on far left,512.3658017423093,383.9325487367616,100.0,0.5003572282639739,0.499912172834325
17828,middle bowl on far left,482.0,307.0,428.0000329017639,0.470703125,0.3997395833333333
17828,middle bowl on far left,220.0,269.0,280.0000011920929,0.21484375,0.3502604166666667
17828,middle bowl on far left,420.0,209.0,160.0000113248825,0.41015625,0.2721354166666667
17828,middle bowl on far left,481.0,529.0,268.0000066757202,0.4697265625,0.6888020833333334
17828,middle bowl on far left,485.0,426.0,160.0000113248825,0.4736328125,0.5546875
17828,middle bowl on far left,328.0,331.0,452.0000219345093,0.3203125,0.4309895833333333
746,upper right bowl,512.1691619217912,384.355651848602,100.0,0.5001651971892492,0.5004630883445339
746,upper right bowl,512.1691619217912,384.355651848602,100.0,0.5001651971892492,0.5004630883445339
746,upper right bowl,512.1691619217912,384.355651848602,100.0,0.5001651971892492,0.5004630883445339
746,upper right bowl,512.1691619217912,384.355651848602,100.0,0.5001651971892492,0.5004630883445339
746,upper right bowl,512.1691619217912,384.355651848602,100.0,0.5001651971892492,0.5004630883445339
33831,rice dish on right,512.6367127845841,383.91416980269815,100.0,0.5006217898286954,0.49988824193059656
33831,rice dish on right,745.0,275.0,280.0000011920929,0.7275390625,0.3580729166666667
33831,rice dish on right,725.0,224.0,336.0000252723694,0.7080078125,0.2916666666666667
33831,rice dish on right,838.0,232.0,200.00000298023224,0.818359375,0.3020833333333333
33831,rice dish on right,790.0,177.0,224.0000069141388,0.771484375,0.23046875
33831,rice dish on right,845.0,175.0,240.0000095367432,0.8251953125,0.22786458333333334
17829,bowl above the square bowl on right,511.2511052487255,383.9897806567385,100.0,0.4992686574694585,0.4999866935634616
17829,bowl above the square bowl on right,222.0,529.0,196.00000977516171,0.216796875,0.6888020833333334
17829,bowl above the square bowl on right,704.0,220.0,252.00000405311584,0.6875,0.2864583333333333
17829,bowl above the square bowl on right,231.0,589.0,300.00001192092896,0.2255859375,0.7669270833333334
17829,bowl above the square bowl on right,524.0,288.0,172.0000058412552,0.51171875,0.375
17829,bowl above the square bowl on right,598.0,275.0,260.0000202655792,0.583984375,0.3580729166666667
17829,bowl above the square bowl on right,248.0,338.0,236.00001633167267,0.2421875,0.4401041666666667
17829,bowl above the square bowl on right,377.0,415.0,352.0000278949737,0.3681640625,0.5403645833333334
