ID,PROMPT,X,Y,D
13769,couch lower left corner,110.0,636.0,0.19600000977516174
24150,tan seat cushion behind computer,432.0,333.0,0.3720000088214874
24150,tan seat cushion behind computer,545.0,127.0,0.5080000162124634
24150,tan seat cushion behind computer,585.0,121.0,0.06800000369548798
24150,tan seat cushion behind computer,345.0,98.0,0.20000000298023224
24150,tan seat cushion behind computer,527.0,132.0,0.18400001525878906
24150,tan seat cushion behind computer,574.0,226.0,0.14000000059604645
24150,tan seat cushion behind computer,583.0,124.0,0.1720000058412552
11023,couch on left,498.0,321.0,0.15600000321865082
11023,couch on left,822.0,391.0,0.6920000314712524
11023,couch on left,824.0,494.0,0.17600001394748688
11023,couch on left,533.0,496.0,0.15600000321865082
11023,couch on left,806.0,426.0,0.35200002789497375
11023,couch on left,776.0,444.0,0.1600000113248825
11023,couch on left,943.0,540.0,0.13600000739097595
18170,couch to left of old man,469.0,329.0,0.23600001633167267
18170,couch to left of old man,219.0,387.0,0.1080000028014183
18170,couch to left of old man,231.0,594.0,0.2120000123977661
18170,couch to left of old man,235.0,491.0,0.40800002217292786
18170,couch to left of old man,276.0,496.0,0.23200000822544098
18170,couch to left of old man,225.0,487.0,0.09200000762939453
18170,couch to left of old man,334.0,483.0,0.14000000059604645
18170,couch to left of old man,278.0,459.0,0.09600000083446503
26844,green truck on left front of row,540.0,379.0,0.11600000411272049
26844,green truck on left front of row,160.0,482.0,0.15600000321865082
26844,green truck on left front of row,172.0,683.0,0.14400000870227814
26844,green truck on left front of row,177.0,521.0,0.17600001394748688
26844,green truck on left front of row,176.0,594.0,0.2680000066757202
26844,green truck on left front of row,123.0,595.0,0.17600001394748688
26844,green truck on left front of row,117.0,438.0,0.1120000034570694
26844,green truck on left front of row,134.0,522.0,0.612000048160553
13450,right back train behind green poles,579.0,431.0,0.14800000190734863
13450,right back train behind green poles,676.0,26.0,0.18400001525878906
13450,right back train behind green poles,736.0,140.0,0.30800002813339233
13450,right back train behind green poles,731.0,73.0,0.15200001001358032
13450,right back train behind green poles,683.0,164.0,0.18800000846385956
13450,right back train behind green poles,676.0,13.0,0.5840000510215759
13450,right back train behind green poles,725.0,15.0,0.25600001215934753
4519,second bus front,480.0,327.0,0.4360000193119049
4519,second bus front,492.0,314.0,0.15200001001358032
4519,second bus front,423.0,330.0,0.24000000953674316
4519,second bus front,293.0,269.0,0.5160000324249268
4519,second bus front,273.0,374.0,0.328000009059906
4519,second bus front,320.0,356.0,0.1600000113248825
25205,bus on right in back,426.0,380.0,0.8040000200271606
25205,bus on right in back,385.0,376.0,0.29600000381469727
25205,bus on right in back,278.0,383.0,0.20800000429153442
25205,bus on right in back,466.0,377.0,0.5680000185966492
31560,bus behind and left of main one,539.0,371.0,0.5640000104904175
31560,bus behind and left of main one,231.0,435.0,0.46000000834465027
31560,bus behind and left of main one,274.0,418.0,0.09600000083446503
31560,bus behind and left of main one,17.0,428.0,0.18400001525878906
31560,bus behind and left of main one,115.0,429.0,0.20400001108646393
31560,bus behind and left of main one,264.0,478.0,0.25600001215934753
9233,bus on the right,481.0,278.0,0.08800000697374344
9233,bus on the right,575.0,275.0,0.3960000276565552
9233,bus on the right,589.0,287.0,0.29200002551078796
9233,bus on the right,579.0,384.0,0.2720000147819519
9233,bus on the right,852.0,268.0,0.5680000185966492
9233,bus on the right,637.0,284.0,0.23600001633167267
13520,the blue bus is cool,475.0,316.0,0.3920000195503235
13520,the blue bus is cool,336.0,391.0,0.4000000059604645
13520,the blue bus is cool,352.0,474.0,0.1680000126361847
13520,the blue bus is cool,328.0,474.0,0.13199999928474426
13520,the blue bus is cool,520.0,448.0,0.3680000305175781
13520,the blue bus is cool,325.0,444.0,0.2120000123977661
21728,full elephant on left,437.0,338.0,0.09200000762939453
21728,full elephant on left,428.0,471.0,0.24000000953674316
21728,full elephant on left,475.0,464.0,0.4280000329017639
21728,full elephant on left,424.0,487.0,0.3840000033378601
21728,full elephant on left,439.0,530.0,0.612000048160553
2939,elephant just to right of baby,478.0,332.0,0.2120000123977661
2939,elephant just to right of baby,332.0,325.0,0.2760000228881836
2939,elephant just to right of baby,275.0,476.0,0.1600000113248825
2939,elephant just to right of baby,282.0,385.0,0.328000009059906
2939,elephant just to right of baby,318.0,378.0,0.1600000113248825
2939,elephant just to right of baby,167.0,275.0,0.164000004529953
2939,elephant just to right of baby,328.0,260.0,0.320000022649765
5340,middle back of elephant,530.0,359.0,0.18800000846385956
5340,middle back of elephant,535.0,546.0,0.47200003266334534
5340,middle back of elephant,532.0,546.0,0.527999997138977
5340,middle back of elephant,469.0,532.0,0.164000004529953
5340,middle back of elephant,943.0,430.0,0.09200000762939453
5340,middle back of elephant,888.0,539.0,0.30000001192092896
18264,the one furthest right in water,532.0,324.0,0.19200000166893005
18264,the one furthest right in water,465.0,635.0,0.1680000126361847
18264,the one furthest right in water,554.0,643.0,0.2639999985694885
18264,the one furthest right in water,545.0,537.0,0.24400001764297485
18264,the one furthest right in water,551.0,490.0,0.1600000113248825
18264,the one furthest right in water,528.0,573.0,0.2240000069141388
18264,the one furthest right in water,538.0,625.0,0.18000000715255737
18264,the one furthest right in water,489.0,647.0,0.2600000202655792
1434,elephant on right thats hidden,522.0,279.0,0.17600001394748688
1434,elephant on right thats hidden,363.0,266.0,0.328000009059906
1434,elephant on right thats hidden,439.0,265.0,0.22800001502037048
1434,elephant on right thats hidden,360.0,272.0,0.2760000228881836
1434,elephant on right thats hidden,380.0,328.0,0.13600000739097595
1434,elephant on right thats hidden,385.0,280.0,0.35600000619888306
1434,elephant on right thats hidden,377.0,360.0,0.14400000870227814
1434,elephant on right thats hidden,477.0,375.0,0.18800000846385956
9629,left elephants ear,497.0,386.0,0.17600001394748688
9629,left elephants ear,697.0,471.0,0.12000000476837158
9629,left elephants ear,622.0,229.0,0.1680000126361847
9629,left elephants ear,687.0,541.0,0.4440000355243683
9629,left elephants ear,685.0,636.0,0.12000000476837158
9629,left elephants ear,670.0,598.0,0.14800000190734863
9629,left elephants ear,699.0,540.0,0.4400000274181366
9629,left elephants ear,618.0,540.0,0.13199999928474426
48437,on right top in bowl,528.0,389.0,0.3160000145435333
48437,on right top in bowl,771.0,330.0,0.2840000092983246
48437,on right top in bowl,772.0,326.0,0.13199999928474426
48437,on right top in bowl,788.0,285.0,0.30400002002716064
48437,on right top in bowl,794.0,258.0,0.46400001645088196
48437,on right top in bowl,826.0,288.0,0.19200000166893005
44227,orange in middle,520.0,343.0,0.20400001108646393
44227,orange in middle,514.0,604.0,0.09600000083446503
44227,orange in middle,527.0,633.0,0.4480000138282776
44227,orange in middle,479.0,637.0,0.4280000329017639
44227,orange in middle,482.0,631.0,0.18400001525878906
44227,orange in middle,476.0,627.0,0.3840000033378601
1273,half grapefruit on right,529.0,294.0,0.20000000298023224
1273,half grapefruit on right,590.0,437.0,0.1720000058412552
1273,half grapefruit on right,569.0,432.0,0.2600000202655792
1273,half grapefruit on right,485.0,190.0,0.14800000190734863
1273,half grapefruit on right,591.0,491.0,0.1680000126361847
1273,half grapefruit on right,739.0,365.0,0.2600000202655792
1273,half grapefruit on right,592.0,528.0,0.18800000846385956
1273,half grapefruit on right,689.0,542.0,0.19600000977516174
19127,very bottom orange,434.0,334.0,0.40800002217292786
19127,very bottom orange,486.0,635.0,0.6480000019073486
19127,very bottom orange,468.0,683.0,0.20000000298023224
19127,very bottom orange,439.0,376.0,0.2160000056028366
19127,very bottom orange,425.0,640.0,0.15200001001358032
19127,very bottom orange,426.0,394.0,0.12800000607967377
21926,cup in the upper right corner,548.0,388.0,0.18000000715255737
21926,cup in the upper right corner,173.0,378.0,0.15200001001358032
21926,cup in the upper right corner,338.0,274.0,0.12400000542402267
21926,cup in the upper right corner,387.0,281.0,0.3440000116825104
21926,cup in the upper right corner,474.0,280.0,0.45600003004074097
21926,cup in the upper right corner,477.0,280.0,0.3880000114440918
21926,cup in the upper right corner,483.0,284.0,0.23200000822544098
6845,glass at right top,478.0,392.0,0.14000000059604645
6845,glass at right top,180.0,261.0,0.5680000185966492
6845,glass at right top,169.0,276.0,0.08000000566244125
6845,glass at right top,130.0,278.0,0.41600000858306885
6845,glass at right top,215.0,274.0,0.20400001108646393
6845,glass at right top,219.0,321.0,0.2639999985694885
6845,glass at right top,226.0,219.0,0.1120000034570694
5700,coffee on left,549.0,387.0,0.2160000056028366
5700,coffee on left,104.0,223.0,0.12800000607967377
5700,coffee on left,159.0,75.0,0.1680000126361847
5700,coffee on left,177.0,61.0,0.4960000216960907
5700,coffee on left,169.0,65.0,0.4000000059604645
5700,coffee on left,166.0,117.0,0.14000000059604645
5700,coffee on left,289.0,107.0,0.08000000566244125
7546,a glass on a table,485.0,332.0,0.29600000381469727
7546,a glass on a table,290.0,205.0,0.2160000056028366
7546,a glass on a table,277.0,112.0,0.10000000149011612
7546,a glass on a table,387.0,121.0,0.3880000114440918
7546,a glass on a table,281.0,129.0,0.24800001084804535
7546,a glass on a table,787.0,44.0,0.12000000476837158
7546,a glass on a table,331.0,109.0,0.20800000429153442
10047,left coffee cup,485.0,420.0,0.15600000321865082
10047,left coffee cup,221.0,520.0,0.19200000166893005
10047,left coffee cup,230.0,685.0,0.10000000149011612
10047,left coffee cup,180.0,628.0,0.14800000190734863
10047,left coffee cup,267.0,576.0,0.09600000083446503
10047,left coffee cup,286.0,596.0,0.20400001108646393
10047,left coffee cup,263.0,565.0,0.2880000174045563
10047,left coffee cup,282.0,582.0,0.320000022649765
20495,cup of tea on right,481.0,332.0,0.2200000137090683
20495,cup of tea on right,373.0,325.0,0.19600000977516174
20495,cup of tea on right,376.0,239.0,0.34800001978874207
20495,cup of tea on right,646.0,221.0,0.2240000069141388
20495,cup of tea on right,442.0,271.0,0.31200000643730164
20495,cup of tea on right,317.0,288.0,0.22800001502037048
20495,cup of tea on right,433.0,320.0,0.35600000619888306
11989,middle row right one,544.0,326.0,0.31200000643730164
11989,middle row right one,390.0,326.0,0.24800001084804535
11989,middle row right one,332.0,330.0,0.4320000112056732
11989,middle row right one,122.0,381.0,0.4480000138282776
11989,middle row right one,261.0,321.0,0.3360000252723694
11990,donut on far left of middle row,538.0,326.0,0.15200001001358032
11990,donut on far left of middle row,246.0,331.0,0.15600000321865082
11990,donut on far left of middle row,269.0,271.0,0.23600001633167267
11990,donut on far left of middle row,114.0,379.0,0.09600000083446503
11990,donut on far left of middle row,195.0,388.0,0.34800001978874207
11990,donut on far left of middle row,218.0,368.0,0.35600000619888306
11990,donut on far left of middle row,241.0,333.0,0.3160000145435333
11990,donut on far left of middle row,230.0,374.0,0.15600000321865082
6873,bottom row of donuts second from left,595.0,377.0,0.46400001645088196
6873,bottom row of donuts second from left,440.0,261.0,0.1120000034570694
6873,bottom row of donuts second from left,575.0,364.0,0.3360000252723694
6873,bottom row of donuts second from left,425.0,344.0,0.3360000252723694
6873,bottom row of donuts second from left,419.0,266.0,0.20000000298023224
6873,bottom row of donuts second from left,422.0,269.0,0.2639999985694885
6873,bottom row of donuts second from left,428.0,277.0,0.1080000028014183
11988,middle row second from right,484.0,330.0,0.30000001192092896
11988,middle row second from right,335.0,328.0,0.24000000953674316
11988,middle row second from right,209.0,264.0,0.3880000114440918
11988,middle row second from right,278.0,278.0,0.20800000429153442
11988,middle row second from right,179.0,118.0,0.1600000113248825
11988,middle row second from right,220.0,124.0,0.3160000145435333
11988,middle row second from right,250.0,136.0,0.18400001525878906
5215,bottom to right white donut,534.0,317.0,0.2600000202655792
5215,bottom to right white donut,376.0,365.0,0.17600001394748688
5215,bottom to right white donut,380.0,428.0,0.14000000059604645
5215,bottom to right white donut,368.0,478.0,0.14400000870227814
5215,bottom to right white donut,378.0,467.0,0.15200001001358032
5215,bottom to right white donut,485.0,469.0,0.5120000243186951
5215,bottom to right white donut,370.0,491.0,0.1680000126361847
5215,bottom to right white donut,396.0,422.0,0.14400000870227814
11986,top right corner doughnut,531.0,316.0,0.4480000138282776
11986,top right corner doughnut,375.0,276.0,0.3360000252723694
11986,top right corner doughnut,327.0,265.0,0.22800001502037048
11986,top right corner doughnut,281.0,275.0,0.20400001108646393
11986,top right corner doughnut,330.0,267.0,0.1120000034570694
11986,top right corner doughnut,376.0,140.0,0.24800001084804535
11986,top right corner doughnut,131.0,339.0,0.24400001764297485
5670,lamb on the left,541.0,326.0,0.1600000113248825
5670,lamb on the left,789.0,166.0,0.35600000619888306
5670,lamb on the left,794.0,124.0,0.2680000066757202
5670,lamb on the left,797.0,158.0,0.5800000429153442
5670,lamb on the left,791.0,74.0,0.25200000405311584
12399,lamb with black head front,532.0,330.0,0.07600000500679016
12399,lamb with black head front,701.0,379.0,0.09200000762939453
12399,lamb with black head front,682.0,329.0,0.3400000035762787
12399,lamb with black head front,673.0,329.0,0.40400001406669617
12399,lamb with black head front,483.0,198.0,0.23200000822544098
12399,lamb with black head front,525.0,168.0,0.17600001394748688
12399,lamb with black head front,482.0,158.0,0.2160000056028366
47452,lower goat right front,487.0,393.0,0.13199999928474426
47452,lower goat right front,179.0,237.0,0.18400001525878906
47452,lower goat right front,185.0,170.0,0.2160000056028366
47452,lower goat right front,233.0,282.0,0.15600000321865082
47452,lower goat right front,228.0,223.0,0.1680000126361847
47452,lower goat right front,129.0,175.0,0.4320000112056732
47452,lower goat right front,127.0,126.0,0.40400001406669617
17828,middle bowl on far left,486.0,315.0,0.320000022649765
17828,middle bowl on far left,588.0,253.0,0.10000000149011612
17828,middle bowl on far left,157.0,325.0,0.36400002241134644
17828,middle bowl on far left,192.0,373.0,0.14800000190734863
17828,middle bowl on far left,425.0,444.0,0.14400000870227814
17828,middle bowl on far left,444.0,284.0,0.5840000510215759
746,upper right bowl,475.0,292.0,0.18000000715255737
746,upper right bowl,465.0,371.0,0.24000000953674316
746,upper right bowl,473.0,426.0,0.2680000066757202
746,upper right bowl,515.0,439.0,0.5480000376701355
746,upper right bowl,672.0,230.0,0.628000020980835
33831,rice dish on right,426.0,393.0,0.24800001084804535
33831,rice dish on right,840.0,233.0,0.15600000321865082
33831,rice dish on right,886.0,60.0,0.2639999985694885
33831,rice dish on right,869.0,121.0,0.18000000715255737
33831,rice dish on right,872.0,171.0,0.24000000953674316
33831,rice dish on right,885.0,274.0,0.2160000056028366
33831,rice dish on right,895.0,180.0,0.20800000429153442
33831,rice dish on right,836.0,188.0,0.08800000697374344
33831,rice dish on right,589.0,193.0,0.10000000149011612
17829,bowl above the square bowl on right,521.0,325.0,0.4320000112056732
17829,bowl above the square bowl on right,522.0,370.0,0.46000000834465027
17829,bowl above the square bowl on right,484.0,386.0,0.36400002241134644
17829,bowl above the square bowl on right,440.0,367.0,0.19600000977516174
40288,bowl back right,531.0,381.0,0.23600001633167267
40288,bowl back right,697.0,324.0,0.19200000166893005
40288,bowl back right,631.0,325.0,0.1720000058412552
40288,bowl back right,632.0,318.0,0.14800000190734863
40288,bowl back right,522.0,177.0,0.15600000321865082
40288,bowl back right,693.0,235.0,0.5080000162124634
40288,bowl back right,679.0,276.0,0.1600000113248825
40288,bowl back right,734.0,177.0,0.3160000145435333
13340,first container in middle row on left,538.0,324.0,0.17600001394748688
13340,first container in middle row on left,470.0,564.0,0.20000000298023224
13340,first container in middle row on left,690.0,334.0,0.46800002455711365
13340,first container in middle row on left,688.0,388.0,0.23200000822544098
13340,first container in middle row on left,686.0,377.0,0.18000000715255737
13340,first container in middle row on left,642.0,351.0,0.164000004529953
13340,first container in middle row on left,629.0,384.0,0.4000000059604645
745,top left bowl,544.0,320.0,0.11600000411272049
745,top left bowl,516.0,435.0,0.42000001668930054
745,top left bowl,539.0,416.0,0.18400001525878906
745,top left bowl,530.0,433.0,0.1080000028014183
745,top left bowl,483.0,517.0,0.25200000405311584
745,top left bowl,473.0,427.0,0.20400001108646393
745,top left bowl,525.0,446.0,0.2639999985694885
745,top left bowl,337.0,542.0,0.164000004529953
5143,muffin behind big one in front,456.0,387.0,0.3720000088214874
5143,muffin behind big one in front,470.0,433.0,0.29200002551078796
5143,muffin behind big one in front,440.0,427.0,0.40800002217292786
5143,muffin behind big one in front,430.0,439.0,0.3240000009536743
5143,muffin behind big one in front,418.0,440.0,0.3680000305175781
45681,first row first cake from right to left,487.0,365.0,0.24800001084804535
45681,first row first cake from right to left,627.0,309.0,0.7320000529289246
45681,first row first cake from right to left,637.0,327.0,0.2120000123977661
45681,first row first cake from right to left,634.0,331.0,0.30800002813339233
45681,first row first cake from right to left,629.0,281.0,0.29600000381469727
19744,chocolate cake,532.0,387.0,0.527999997138977
19744,chocolate cake,731.0,319.0,0.13199999928474426
19744,chocolate cake,725.0,274.0,0.08800000697374344
19744,chocolate cake,623.0,286.0,0.15600000321865082
19744,chocolate cake,777.0,217.0,0.1720000058412552
19744,chocolate cake,791.0,303.0,0.46400001645088196
5144,muffin in top right,492.0,379.0,0.5640000104904175
5144,muffin in top right,532.0,594.0,0.15600000321865082
5144,muffin in top right,538.0,583.0,0.15200001001358032
5144,muffin in top right,469.0,688.0,0.20800000429153442
5144,muffin in top right,454.0,587.0,0.13199999928474426
5144,muffin in top right,485.0,576.0,0.48000001907348633
10768,cow at top right,501.0,368.0,0.18000000715255737
10768,cow at top right,522.0,191.0,0.18800000846385956
10768,cow at top right,448.0,167.0,0.25600001215934753
10768,cow at top right,436.0,231.0,0.3240000009536743
10768,cow at top right,541.0,237.0,0.14800000190734863
10768,cow at top right,553.0,235.0,0.07200000435113907
10768,cow at top right,481.0,216.0,0.20000000298023224
11212,bull on the left,532.0,256.0,0.08000000566244125
11212,bull on the left,224.0,269.0,0.3360000252723694
11212,bull on the left,183.0,366.0,0.47600001096725464
11212,bull on the left,170.0,335.0,0.4520000219345093
11212,bull on the left,164.0,279.0,0.1120000034570694
11212,bull on the left,183.0,376.0,0.2840000092983246
46501,orange vehicle on right,477.0,322.0,0.11600000411272049
46501,orange vehicle on right,841.0,330.0,0.3240000009536743
46501,orange vehicle on right,828.0,344.0,0.484000027179718
46501,orange vehicle on right,837.0,386.0,0.18800000846385956
46501,orange vehicle on right,824.0,268.0,0.2200000137090683
46501,orange vehicle on right,845.0,213.0,0.20000000298023224
46501,orange vehicle on right,892.0,227.0,0.20400001108646393
24435,truck on left front,548.0,281.0,0.2600000202655792
24435,truck on left front,528.0,491.0,0.2639999985694885
24435,truck on left front,110.0,432.0,0.1120000034570694
24435,truck on left front,425.0,548.0,0.30000001192092896
24435,truck on left front,480.0,527.0,0.45600003004074097
24435,truck on left front,490.0,470.0,0.15200001001358032
24435,truck on left front,379.0,492.0,0.328000009059906
31619,right most truck,438.0,376.0,0.2120000123977661
31619,right most truck,269.0,385.0,0.3920000195503235
31619,right most truck,248.0,383.0,0.17600001394748688
31619,right most truck,181.0,382.0,0.11600000411272049
31619,right most truck,180.0,326.0,0.30400002002716064
31619,right most truck,381.0,426.0,0.3360000252723694
37712,black suitcase near to sidewalk and car,587.0,359.0,0.164000004529953
37712,black suitcase near to sidewalk and car,178.0,545.0,0.12400000542402267
37712,black suitcase near to sidewalk and car,143.0,466.0,0.19200000166893005
37712,black suitcase near to sidewalk and car,124.0,537.0,0.527999997138977
37712,black suitcase near to sidewalk and car,186.0,544.0,0.13600000739097595
37712,black suitcase near to sidewalk and car,165.0,545.0,0.5400000214576721
3130,the red container in the blue cart,478.0,387.0,0.1720000058412552
3130,the red container in the blue cart,588.0,363.0,0.5360000133514404
3130,the red container in the blue cart,573.0,420.0,0.3840000033378601
3130,the red container in the blue cart,582.0,422.0,0.29200002551078796
3130,the red container in the blue cart,537.0,431.0,0.2800000011920929
23882,suitcase behind the zebra bag,520.0,320.0,0.41200003027915955
23882,suitcase behind the zebra bag,490.0,177.0,0.328000009059906
23882,suitcase behind the zebra bag,521.0,177.0,0.29600000381469727
23882,suitcase behind the zebra bag,549.0,225.0,0.7640000581741333
23182,broccoli pieces on far right of plate,530.0,312.0,0.20000000298023224
23182,broccoli pieces on far right of plate,536.0,478.0,0.08800000697374344
23182,broccoli pieces on far right of plate,534.0,476.0,0.1080000028014183
23182,broccoli pieces on far right of plate,630.0,547.0,0.20000000298023224
23182,broccoli pieces on far right of plate,564.0,537.0,0.4000000059604645
23182,broccoli pieces on far right of plate,529.0,536.0,0.7600000500679016
5154,piece of broccoli at top of plate,578.0,332.0,0.12400000542402267
5154,piece of broccoli at top of plate,742.0,375.0,0.3440000116825104
5154,piece of broccoli at top of plate,411.0,279.0,0.18800000846385956
5154,piece of broccoli at top of plate,416.0,406.0,0.164000004529953
5154,piece of broccoli at top of plate,426.0,413.0,0.2680000066757202
26006,broccoli floret far right on plate,526.0,390.0,0.484000027179718
26006,broccoli floret far right on plate,471.0,354.0,0.164000004529953
26006,broccoli floret far right on plate,377.0,373.0,0.40800002217292786
26006,broccoli floret far right on plate,385.0,404.0,0.18400001525878906
26006,broccoli floret far right on plate,484.0,468.0,0.12400000542402267
26006,broccoli floret far right on plate,382.0,481.0,0.18800000846385956
11191,top left broccoli,530.0,393.0,0.42000001668930054
11191,top left broccoli,237.0,182.0,0.1120000034570694
11191,top left broccoli,327.0,243.0,0.17600001394748688
11191,top left broccoli,422.0,235.0,0.23600001633167267
11191,top left broccoli,244.0,121.0,0.4240000247955322
11191,top left broccoli,386.0,26.0,0.12000000476837158
11191,top left broccoli,678.0,121.0,0.18400001525878906
7240,the top right corner blur,460.0,316.0,0.1680000126361847
7240,the top right corner blur,855.0,440.0,0.25600001215934753
7240,the top right corner blur,899.0,338.0,0.4280000329017639
7240,the top right corner blur,951.0,312.0,0.29200002551078796
7240,the top right corner blur,988.0,170.0,0.5240000486373901
7240,the top right corner blur,999.0,253.0,0.08000000566244125
23583,left blue and red chair bottom left,579.0,320.0,0.14400000870227814
23583,left blue and red chair bottom left,123.0,604.0,0.29200002551078796
23583,left blue and red chair bottom left,130.0,703.0,0.11600000411272049
23583,left blue and red chair bottom left,221.0,694.0,0.2240000069141388
23583,left blue and red chair bottom left,160.0,506.0,0.2680000066757202
23583,left blue and red chair bottom left,174.0,620.0,0.2600000202655792
23583,left blue and red chair bottom left,115.0,642.0,0.1720000058412552
23583,left blue and red chair bottom left,172.0,623.0,0.35600000619888306
16478,dark green chair,473.0,327.0,0.12000000476837158
16478,dark green chair,641.0,530.0,0.2720000147819519
16478,dark green chair,642.0,379.0,0.2639999985694885
16478,dark green chair,629.0,530.0,0.2120000123977661
16478,dark green chair,614.0,540.0,0.24000000953674316
16478,dark green chair,701.0,646.0,0.25200000405311584
16478,dark green chair,692.0,579.0,0.3920000195503235
35148,bottom right couch brown,458.0,376.0,0.20000000298023224
35148,bottom right couch brown,487.0,474.0,0.17600001394748688
35148,bottom right couch brown,589.0,466.0,0.3920000195503235
35148,bottom right couch brown,570.0,548.0,0.08800000697374344
35148,bottom right couch brown,639.0,532.0,0.2240000069141388
35148,bottom right couch brown,288.0,439.0,0.5480000376701355
7625,white chair on left foreground,472.0,435.0,0.29600000381469727
7625,white chair on left foreground,416.0,242.0,0.36400002241134644
7625,white chair on left foreground,427.0,230.0,0.1680000126361847
7625,white chair on left foreground,467.0,213.0,0.328000009059906
7625,white chair on left foreground,489.0,226.0,0.2840000092983246
7625,white chair on left foreground,465.0,182.0,0.3880000114440918
38111,empty gray chair with light wood,465.0,336.0,0.12800000607967377
38111,empty gray chair with light wood,168.0,519.0,0.4320000112056732
38111,empty gray chair with light wood,154.0,515.0,0.22800001502037048
38111,empty gray chair with light wood,166.0,574.0,0.5
38111,empty gray chair with light wood,167.0,537.0,0.1600000113248825
38111,empty gray chair with light wood,267.0,585.0,0.1680000126361847
13851,leather chair on right,486.0,374.0,0.12000000476837158
13851,leather chair on right,134.0,428.0,0.2120000123977661
13851,leather chair on right,114.0,426.0,0.3680000305175781
13851,leather chair on right,134.0,324.0,0.4480000138282776
13851,leather chair on right,121.0,359.0,0.628000020980835
37838,white seat cushion behind guy,426.0,383.0,0.3720000088214874
37838,white seat cushion behind guy,117.0,329.0,0.46800002455711365
37838,white seat cushion behind guy,114.0,324.0,0.18800000846385956
37838,white seat cushion behind guy,666.0,424.0,0.19600000977516174
37838,white seat cushion behind guy,679.0,290.0,0.20400001108646393
37838,white seat cushion behind guy,685.0,269.0,0.3720000088214874
